year,education,item,total,men person,female person
108,其他(含不詳),違反槍砲彈藥刀械管制條例,17,17,0
108,其他(含不詳),違反就業服務法,0,0,0
108,其他(含不詳),其他,69,61,8
109,總計,總計,2038,21117,4960
109,總計,竊盜總計,1044,1578,460
109,總計,重大竊盜,1831,2,0
109,總計,普通竊盜,39,1381,450
109,總計,汽車竊盜,160,38,1
109,總計,機車竊盜,8,153,7
109,總計,贓物,837,6,2
109,總計,賭博,1595,656,181
109,總計,傷害總計,0,1316,279
109,總計,重傷害,1595,0,0
109,總計,一般傷害,1363,1316,279
109,總計,詐欺背信總計,2414,1099,264
109,總計,詐欺,167,1940,833
109,總計,背信,1196,122,45
109,總計,妨害自由,1218,977,219
109,總計,殺人總計,1273,954,264
109,總計,故意殺人,9,24,1
109,總計,過失致死,1209,8,1
109,總計,駕駛過失,64,946,263
109,總計,妨害婚姻及家庭,118,36,28
109,總計,妨害風化,336,91,27
109,總計,妨害性自主罪總計,399,327,9
109,總計,強制性交,5,13,0
109,總計,共同強制性交,6,5,0
109,總計,對幼性交,325,6,0
109,總計,性交猥褻,0,316,9
109,總計,內亂,68,0,0
109,總計,恐嚇取財總計,0,63,5
109,總計,重大恐嚇取財,68,0,0
109,總計,一般恐嚇取財,0,63,5
109,總計,擄人勒贖,659,0,0
109,總計,侵占,239,472,187
109,總計,偽造文書印文,8026,149,90
109,總計,違反毒品危害防制條例總計,1074,6851,1175
109,總計,第一級毒品,6277,902,172
109,總計,第二級毒品,625,5344,933
109,總計,第三級毒品,8,563,62
109,總計,第四級毒品,0,7,1
109,總計,其他,0,0,0
109,總計,毀棄損壞,197,406,85
109,總計,妨害公務,45,168,29
109,總計,違反著作權法,2,29,16
109,總計,違反商標法,110,1,1
109,總計,妨害電腦使用,82,77,33
109,總計,強盜搶奪總計,73,68,14
109,總計,強盜,12,27,1
109,總計,搶奪,70,12,0
109,總計,竊佔,3,56,14
109,總計,偽造有價證券,546,3,0
109,總計,妨害秩序,33,513,33
109,總計,違反藥事法,0,24,9
109,總計,違反國家總動員法,2,0,0
109,總計,違反森林法,2665,2,0
109,總計,公共危險,0,2343,322
109,總計,侵害墳墓屍體,123,0,0
109,總計,重利,927,105,18
109,總計,妨害名譽,35,617,310
109,總計,違反選罷法,95,34,1
109,總計,妨害祕密,7,82,13
109,總計,遺棄,1,3,4
109,總計,違反貪污治罪條例,0,1,0
109,總計,懲治走私條例,0,0,0
109,總計,妨害兵役,5,0,0
109,總計,偽造貨幣,0,5,0
109,總計,偽造度量衡,1,0,0
109,總計,偽證,57,1,0
109,總計,誣告,1,34,23
109,總計,湮滅證據,2,1,0
109,總計,瀆職,0,2,0
109,總計,脫逃,5,0,0
109,總計,藏匿頂替,168,1,4
109,總計,違反槍砲彈藥刀械管制條例,0,165,3
109,總計,違反就業服務法,0,0,0
109,總計,其他,0,0,0
109,不識字,總計,3,13,12
109,不識字,竊盜總計,5,1,2
109,不識字,重大竊盜,3,0,0
109,不識字,普通竊盜,0,1,2
109,不識字,汽車竊盜,0,0,0
109,不識字,機車竊盜,0,0,0
109,不識字,贓物,5,0,0
109,不識字,賭博,0,2,3
109,不識字,傷害總計,0,0,0
109,不識字,重傷害,0,0,0
109,不識字,一般傷害,0,0,0
109,不識字,詐欺背信總計,1,0,0
109,不識字,詐欺,0,0,0
109,不識字,背信,0,0,0
109,不識字,妨害自由,1,0,0
109,不識字,殺人總計,1,0,1
109,不識字,故意殺人,0,0,0
109,不識字,過失致死,1,0,0
109,不識字,駕駛過失,0,0,1
109,不識字,妨害婚姻及家庭,1,0,0
109,不識字,妨害風化,0,1,0
109,不識字,妨害性自主罪總計,0,0,0
109,不識字,強制性交,0,0,0
109,不識字,共同強制性交,0,0,0
109,不識字,對幼性交,0,0,0
109,不識字,性交猥褻,0,0,0
109,不識字,內亂,0,0,0
109,不識字,恐嚇取財總計,0,0,0
109,不識字,重大恐嚇取財,0,0,0
109,不識字,一般恐嚇取財,0,0,0
109,不識字,擄人勒贖,2,0,0
109,不識字,侵占,0,0,2
109,不識字,偽造文書印文,2,0,0
109,不識字,違反毒品危害防制條例總計,1,2,0
109,不識字,第一級毒品,1,1,0
109,不識字,第二級毒品,0,1,0
109,不識字,第三級毒品,0,0,0
109,不識字,第四級毒品,0,0,0
109,不識字,其他,0,0,0
109,不識字,毀棄損壞,0,1,1
109,不識字,妨害公務,0,0,0
109,不識字,違反著作權法,0,0,0
109,不識字,違反商標法,0,0,0
109,不識字,妨害電腦使用,0,0,0
109,不識字,強盜搶奪總計,0,0,0
109,不識字,強盜,0,0,0
109,不識字,搶奪,0,0,0
109,不識字,竊佔,0,0,0
109,不識字,偽造有價證券,0,0,0
109,不識字,妨害秩序,0,0,0
109,不識字,違反藥事法,0,0,0
109,不識字,違反國家總動員法,0,0,0
109,不識字,違反森林法,5,0,0
109,不識字,公共危險,0,4,1
109,不識字,侵害墳墓屍體,0,0,0
109,不識字,重利,3,0,0
109,不識字,妨害名譽,0,1,2
109,不識字,違反選罷法,0,0,0
109,不識字,妨害祕密,0,0,0
109,不識字,遺棄,0,0,0
109,不識字,違反貪污治罪條例,0,0,0
109,不識字,懲治走私條例,0,0,0
109,不識字,妨害兵役,0,0,0
109,不識字,偽造貨幣,0,0,0
109,不識字,偽造度量衡,0,0,0
109,不識字,偽證,0,0,0
109,不識字,誣告,0,0,0
109,不識字,湮滅證據,0,0,0
109,不識字,瀆職,0,0,0
109,不識字,脫逃,0,0,0
109,不識字,藏匿頂替,0,0,0
109,不識字,違反槍砲彈藥刀械管制條例,0,0,0
109,不識字,違反就業服務法,0,0,0
109,不識字,其他,0,0,0
109,自修,總計,0,0,0
109,自修,竊盜總計,0,0,0
109,自修,重大竊盜,0,0,0
109,自修,普通竊盜,0,0,0
109,自修,汽車竊盜,0,0,0
109,自修,機車竊盜,0,0,0
109,自修,贓物,0,0,0
109,自修,賭博,0,0,0
109,自修,傷害總計,0,0,0
109,自修,重傷害,0,0,0
109,自修,一般傷害,0,0,0
109,自修,詐欺背信總計,0,0,0
109,自修,詐欺,0,0,0
109,自修,背信,0,0,0
109,自修,妨害自由,0,0,0
109,自修,殺人總計,0,0,0
109,自修,故意殺人,0,0,0
109,自修,過失致死,0,0,0
109,自修,駕駛過失,0,0,0
109,自修,妨害婚姻及家庭,0,0,0
109,自修,妨害風化,0,0,0
109,自修,妨害性自主罪總計,0,0,0
109,自修,強制性交,0,0,0
109,自修,共同強制性交,0,0,0
109,自修,對幼性交,0,0,0
109,自修,性交猥褻,0,0,0
109,自修,內亂,0,0,0
109,自修,恐嚇取財總計,0,0,0
109,自修,重大恐嚇取財,0,0,0
109,自修,一般恐嚇取財,0,0,0
109,自修,擄人勒贖,0,0,0
109,自修,侵占,0,0,0
109,自修,偽造文書印文,0,0,0
109,自修,違反毒品危害防制條例總計,0,0,0
109,自修,第一級毒品,0,0,0
109,自修,第二級毒品,0,0,0
109,自修,第三級毒品,0,0,0
109,自修,第四級毒品,0,0,0
109,自修,其他,0,0,0
109,自修,毀棄損壞,0,0,0
109,自修,妨害公務,0,0,0
109,自修,違反著作權法,0,0,0
109,自修,違反商標法,0,0,0
109,自修,妨害電腦使用,0,0,0
109,自修,強盜搶奪總計,0,0,0
109,自修,強盜,0,0,0
109,自修,搶奪,0,0,0
109,自修,竊佔,0,0,0
109,自修,偽造有價證券,0,0,0
109,自修,妨害秩序,0,0,0
109,自修,違反藥事法,0,0,0
109,自修,違反國家總動員法,0,0,0
109,自修,違反森林法,0,0,0
109,自修,公共危險,0,0,0
109,自修,侵害墳墓屍體,0,0,0
109,自修,重利,0,0,0
109,自修,妨害名譽,0,0,0
109,自修,違反選罷法,0,0,0
109,自修,妨害祕密,0,0,0
109,自修,遺棄,0,0,0
109,自修,違反貪污治罪條例,0,0,0
109,自修,懲治走私條例,0,0,0
109,自修,妨害兵役,0,0,0
109,自修,偽造貨幣,0,0,0
109,自修,偽造度量衡,0,0,0
109,自修,偽證,0,0,0
109,自修,誣告,0,0,0
109,自修,湮滅證據,0,0,0
109,自修,瀆職,0,0,0
109,自修,脫逃,0,0,0
109,自修,藏匿頂替,0,0,0
109,自修,違反槍砲彈藥刀械管制條例,0,0,0
109,自修,違反就業服務法,0,0,0
109,自修,其他,0,0,0
109,國小,總計,111,495,183
109,國小,竊盜總計,105,77,34
109,國小,重大竊盜,106,0,0
109,國小,普通竊盜,1,72,34
109,國小,汽車竊盜,4,1,0
109,國小,機車竊盜,0,4,0
109,國小,贓物,100,0,0
109,國小,賭博,66,72,28
109,國小,傷害總計,0,49,17
109,國小,重傷害,66,0,0
109,國小,一般傷害,49,49,17
109,國小,詐欺背信總計,83,34,15
109,國小,詐欺,4,25,18
109,國小,背信,45,3,1
109,國小,妨害自由,38,31,14
109,國小,殺人總計,38,26,12
109,國小,故意殺人,0,0,0
109,國小,過失致死,38,0,0
109,國小,駕駛過失,0,26,12
109,國小,妨害婚姻及家庭,3,0,0
109,國小,妨害風化,14,3,0
109,國小,妨害性自主罪總計,13,14,0
109,國小,強制性交,1,1,0
109,國小,共同強制性交,0,1,0
109,國小,對幼性交,13,0,0
109,國小,性交猥褻,0,13,0
109,國小,內亂,0,0,0
109,國小,恐嚇取財總計,0,0,0
109,國小,重大恐嚇取財,0,0,0
109,國小,一般恐嚇取財,0,0,0
109,國小,擄人勒贖,17,0,0
109,國小,侵占,6,8,9
109,國小,偽造文書印文,55,1,5
109,國小,違反毒品危害防制條例總計,14,53,2
109,國小,第一級毒品,40,13,1
109,國小,第二級毒品,0,40,0
109,國小,第三級毒品,1,0,0
109,國小,第四級毒品,0,0,1
109,國小,其他,0,0,0
109,國小,毀棄損壞,4,9,2
109,國小,妨害公務,0,4,0
109,國小,違反著作權法,0,0,0
109,國小,違反商標法,1,0,0
109,國小,妨害電腦使用,3,1,0
109,國小,強盜搶奪總計,3,1,2
109,國小,強盜,0,0,0
109,國小,搶奪,3,0,0
109,國小,竊佔,0,1,2
109,國小,偽造有價證券,2,0,0
109,國小,妨害秩序,0,2,0
109,國小,違反藥事法,0,0,0
109,國小,違反國家總動員法,0,0,0
109,國小,違反森林法,105,0,0
109,國小,公共危險,0,84,21
109,國小,侵害墳墓屍體,1,0,0
109,國小,重利,27,0,1
109,國小,妨害名譽,0,15,12
109,國小,違反選罷法,1,0,0
109,國小,妨害祕密,0,1,0
109,國小,遺棄,0,0,0
109,國小,違反貪污治罪條例,0,0,0
109,國小,懲治走私條例,0,0,0
109,國小,妨害兵役,0,0,0
109,國小,偽造貨幣,0,0,0
109,國小,偽造度量衡,0,0,0
109,國小,偽證,3,0,0
109,國小,誣告,0,2,1
109,國小,湮滅證據,0,0,0
109,國小,瀆職,0,0,0
109,國小,脫逃,0,0,0
109,國小,藏匿頂替,0,0,0
109,國小,違反槍砲彈藥刀械管制條例,0,0,0
109,國小,違反就業服務法,0,0,0
109,國小,其他,0,0,0
109,國中,總計,461,3872,767
109,國中,竊盜總計,188,366,95
109,國中,重大竊盜,395,0,0
109,國中,普通竊盜,9,301,94
109,國中,汽車竊盜,56,9,0
109,國中,機車竊盜,1,55,1
109,國中,贓物,122,1,0
109,國中,賭博,252,100,22
109,國中,傷害總計,0,207,45
109,國中,重傷害,252,0,0
109,國中,一般傷害,171,207,45
109,國中,詐欺背信總計,300,127,44
109,國中,詐欺,12,223,86
109,國中,背信,159,7,5
109,國中,妨害自由,141,120,39
109,國中,殺人總計,148,100,41
109,國中,故意殺人,0,8,0
109,國中,過失致死,141,0,0
109,國中,駕駛過失,7,100,41
109,國中,妨害婚姻及家庭,19,5,2
109,國中,妨害風化,59,10,9
109,國中,妨害性自主罪總計,74,57,2
109,國中,強制性交,1,3,0
109,國中,共同強制性交,0,1,0
109,國中,對幼性交,58,0,0
109,國中,性交猥褻,0,56,2
109,國中,內亂,16,0,0
109,國中,恐嚇取財總計,0,15,1
109,國中,重大恐嚇取財,16,0,0
109,國中,一般恐嚇取財,0,15,1
109,國中,擄人勒贖,85,0,0
109,國中,侵占,18,59,26
109,國中,偽造文書印文,1967,12,6
109,國中,違反毒品危害防制條例總計,298,1707,260
109,國中,第一級毒品,1480,256,42
109,國中,第二級毒品,179,1279,201
109,國中,第三級毒品,3,163,16
109,國中,第四級毒品,0,3,0
109,國中,其他,0,0,0
109,國中,毀棄損壞,35,49,13
109,國中,妨害公務,6,30,5
109,國中,違反著作權法,0,2,4
109,國中,違反商標法,3,0,0
109,國中,妨害電腦使用,13,3,0
109,國中,強盜搶奪總計,6,12,1
109,國中,強盜,8,6,0
109,國中,搶奪,5,8,0
109,國中,竊佔,1,4,1
109,國中,偽造有價證券,165,1,0
109,國中,妨害秩序,1,157,8
109,國中,違反藥事法,0,1,0
109,國中,違反國家總動員法,1,0,0
109,國中,違反森林法,437,1,0
109,國中,公共危險,0,388,49
109,國中,侵害墳墓屍體,8,0,0
109,國中,重利,67,6,2
109,國中,妨害名譽,1,47,20
109,國中,違反選罷法,7,1,0
109,國中,妨害祕密,1,6,1
109,國中,遺棄,0,0,1
109,國中,違反貪污治罪條例,0,0,0
109,國中,懲治走私條例,0,0,0
109,國中,妨害兵役,0,0,0
109,國中,偽造貨幣,0,0,0
109,國中,偽造度量衡,0,0,0
109,國中,偽證,8,0,0
109,國中,誣告,0,5,3
109,國中,湮滅證據,0,0,0
109,國中,瀆職,0,0,0
109,國中,脫逃,0,0,0
109,國中,藏匿頂替,32,0,0
109,國中,違反槍砲彈藥刀械管制條例,0,32,0
109,國中,違反就業服務法,0,0,0
109,國中,其他,0,0,0
109,高中(職),總計,1154,12974,2914
109,高中(職),竊盜總計,473,909,245
109,高中(職),重大竊盜,1047,1,0
109,高中(職),普通竊盜,25,809,238
109,高中(職),汽車竊盜,77,24,1
109,高中(職),機車竊盜,5,72,5
109,高中(職),贓物,366,4,1
109,高中(職),賭博,959,301,65
109,高中(職),傷害總計,0,810,149
109,高中(職),重傷害,959,0,0
109,高中(職),一般傷害,790,810,149
109,高中(職),詐欺背信總計,1417,657,133
109,高中(職),詐欺,87,1410,532
109,高中(職),背信,703,63,24
109,高中(職),妨害自由,714,594,109
109,高中(職),殺人總計,743,576,138
109,高中(職),故意殺人,5,12,1
109,高中(職),過失致死,709,5,0
109,高中(職),駕駛過失,34,571,138
109,高中(職),妨害婚姻及家庭,69,20,14
109,高中(職),妨害風化,169,55,14
109,高中(職),妨害性自主罪總計,214,164,5
109,高中(職),強制性交,3,7,0
109,高中(職),共同強制性交,4,3,0
109,高中(職),對幼性交,162,4,0
109,高中(職),性交猥褻,0,157,5
109,高中(職),內亂,48,0,0
109,高中(職),恐嚇取財總計,0,44,4
109,高中(職),重大恐嚇取財,48,0,0
109,高中(職),一般恐嚇取財,0,44,4
109,高中(職),擄人勒贖,420,0,0
109,高中(職),侵占,151,320,100
109,高中(職),偽造文書印文,4983,92,59
109,高中(職),違反毒品危害防制條例總計,626,4220,763
109,高中(職),第一級毒品,3951,518,108
109,高中(職),第二級毒品,369,3338,613
109,高中(職),第三級毒品,4,333,36
109,高中(職),第四級毒品,0,4,0
109,高中(職),其他,0,0,0
109,高中(職),毀棄損壞,131,275,49
109,高中(職),妨害公務,24,111,20
109,高中(職),違反著作權法,2,16,8
109,高中(職),違反商標法,63,1,1
109,高中(職),妨害電腦使用,49,43,20
109,高中(職),強盜搶奪總計,46,41,8
109,高中(職),強盜,4,21,1
109,高中(職),搶奪,45,4,0
109,高中(職),竊佔,1,37,8
109,高中(職),偽造有價證券,246,1,0
109,高中(職),妨害秩序,17,226,20
109,高中(職),違反藥事法,0,13,4
109,高中(職),違反國家總動員法,1,0,0
109,高中(職),違反森林法,1587,1,0
109,高中(職),公共危險,0,1405,182
109,高中(職),侵害墳墓屍體,102,0,0
109,高中(職),重利,546,88,14
109,高中(職),妨害名譽,15,368,178
109,高中(職),違反選罷法,54,14,1
109,高中(職),妨害祕密,5,47,7
109,高中(職),遺棄,0,3,2
109,高中(職),違反貪污治罪條例,0,0,0
109,高中(職),懲治走私條例,0,0,0
109,高中(職),妨害兵役,4,0,0
109,高中(職),偽造貨幣,0,4,0
109,高中(職),偽造度量衡,1,0,0
109,高中(職),偽證,33,1,0
109,高中(職),誣告,0,23,10
109,高中(職),湮滅證據,0,0,0
109,高中(職),瀆職,0,0,0
109,高中(職),脫逃,5,0,0
109,高中(職),藏匿頂替,120,1,4
109,高中(職),違反槍砲彈藥刀械管制條例,0,118,2
109,高中(職),違反就業服務法,0,0,0
109,高中(職),其他,0,0,0
109,大專,總計,168,2269,742
109,大專,竊盜總計,187,114,54
109,大專,重大竊盜,155,1,0
109,大專,普通竊盜,1,102,53
109,大專,汽車竊盜,10,1,0
109,大專,機車竊盜,2,10,0
109,大專,贓物,174,1,1
109,大專,賭博,180,123,51
109,大專,傷害總計,0,141,39
109,大專,重傷害,180,0,0
109,大專,一般傷害,205,141,39
109,大專,詐欺背信總計,435,162,43
109,大專,詐欺,46,188,145
109,大專,背信,159,36,10
109,大專,妨害自由,276,126,33
109,大專,殺人總計,287,217,59
109,大專,故意殺人,4,1,0
109,大專,過失致死,272,3,1
109,大專,駕駛過失,15,214,58
109,大專,妨害婚姻及家庭,15,6,9
109,大專,妨害風化,69,15,0
109,大專,妨害性自主罪總計,70,67,2
109,大專,強制性交,0,1,0
109,大專,共同強制性交,1,0,0
109,大專,對幼性交,68,1,0
109,大專,性交猥褻,0,66,2
109,大專,內亂,1,0,0
109,大專,恐嚇取財總計,0,1,0
109,大專,重大恐嚇取財,1,0,0
109,大專,一般恐嚇取財,0,1,0
109,大專,擄人勒贖,89,0,0
109,大專,侵占,53,54,35
109,大專,偽造文書印文,435,36,17
109,大專,違反毒品危害防制條例總計,33,378,57
109,大專,第一級毒品,352,28,5
109,大專,第二級毒品,49,305,47
109,大專,第三級毒品,0,44,5
109,大專,第四級毒品,0,0,0
109,大專,其他,0,0,0
109,大專,毀棄損壞,9,37,13
109,大專,妨害公務,11,8,1
109,大專,違反著作權法,0,7,4
109,大專,違反商標法,43,0,0
109,大專,妨害電腦使用,11,30,13
109,大專,強盜搶奪總計,12,9,2
109,大專,強盜,0,0,0
109,大專,搶奪,11,0,0
109,大專,竊佔,1,9,2
109,大專,偽造有價證券,34,1,0
109,大專,妨害秩序,12,33,1
109,大專,違反藥事法,0,8,4
109,大專,違反國家總動員法,0,0,0
109,大專,違反森林法,364,0,0
109,大專,公共危險,0,310,54
109,大專,侵害墳墓屍體,10,0,0
109,大專,重利,239,10,0
109,大專,妨害名譽,15,156,83
109,大專,違反選罷法,22,15,0
109,大專,妨害祕密,1,18,4
109,大專,遺棄,1,0,1
109,大專,違反貪污治罪條例,0,1,0
109,大專,懲治走私條例,0,0,0
109,大專,妨害兵役,0,0,0
109,大專,偽造貨幣,0,0,0
109,大專,偽造度量衡,0,0,0
109,大專,偽證,7,0,0
109,大專,誣告,0,1,6
109,大專,湮滅證據,2,0,0
109,大專,瀆職,0,2,0
109,大專,脫逃,0,0,0
109,大專,藏匿頂替,11,0,0
109,大專,違反槍砲彈藥刀械管制條例,0,10,1
109,大專,違反就業服務法,0,0,0
109,大專,其他,0,0,0
109,研究所,總計,1,39,5
109,研究所,竊盜總計,1,0,1
109,研究所,重大竊盜,1,0,0
109,研究所,普通竊盜,0,0,1
109,研究所,汽車竊盜,0,0,0
109,研究所,機車竊盜,0,0,0
109,研究所,贓物,1,0,0
109,研究所,賭博,5,1,0
109,研究所,傷害總計,0,5,0
109,研究所,重傷害,5,0,0
109,研究所,一般傷害,5,5,0
109,研究所,詐欺背信總計,6,5,0
109,研究所,詐欺,0,2,2
109,研究所,背信,5,0,0
109,研究所,妨害自由,1,5,0
109,研究所,殺人總計,1,1,0
109,研究所,故意殺人,0,0,0
109,研究所,過失致死,1,0,0
109,研究所,駕駛過失,0,1,0
109,研究所,妨害婚姻及家庭,0,0,0
109,研究所,妨害風化,4,0,0
109,研究所,妨害性自主罪總計,4,4,0
109,研究所,強制性交,0,1,0
109,研究所,共同強制性交,0,0,0
109,研究所,對幼性交,4,0,0
109,研究所,性交猥褻,0,4,0
109,研究所,內亂,0,0,0
109,研究所,恐嚇取財總計,0,0,0
109,研究所,重大恐嚇取財,0,0,0
109,研究所,一般恐嚇取財,0,0,0
109,研究所,擄人勒贖,0,0,0
109,研究所,侵占,0,0,0
109,研究所,偽造文書印文,4,0,0
109,研究所,違反毒品危害防制條例總計,0,4,0
109,研究所,第一級毒品,3,0,0
109,研究所,第二級毒品,0,3,0
109,研究所,第三級毒品,0,0,0
109,研究所,第四級毒品,0,0,0
109,研究所,其他,0,0,0
109,研究所,毀棄損壞,0,2,0
109,研究所,妨害公務,1,0,0
109,研究所,違反著作權法,0,1,0
109,研究所,違反商標法,0,0,0
109,研究所,妨害電腦使用,0,0,0
109,研究所,強盜搶奪總計,0,0,0
109,研究所,強盜,0,0,0
109,研究所,搶奪,0,0,0
109,研究所,竊佔,0,0,0
109,研究所,偽造有價證券,1,0,0
109,研究所,妨害秩序,0,1,0
109,研究所,違反藥事法,0,0,0
109,研究所,違反國家總動員法,0,0,0
109,研究所,違反森林法,3,0,0
109,研究所,公共危險,0,2,1
109,研究所,侵害墳墓屍體,0,0,0
109,研究所,重利,4,0,0
109,研究所,妨害名譽,0,4,0
109,研究所,違反選罷法,1,0,0
109,研究所,妨害祕密,0,1,0
109,研究所,遺棄,0,0,0
109,研究所,違反貪污治罪條例,0,0,0
109,研究所,懲治走私條例,0,0,0
109,研究所,妨害兵役,0,0,0
109,研究所,偽造貨幣,0,0,0
109,研究所,偽造度量衡,0,0,0
109,研究所,偽證,0,0,0
109,研究所,誣告,0,0,0
109,研究所,湮滅證據,0,0,0
109,研究所,瀆職,0,0,0
109,研究所,脫逃,0,0,0
109,研究所,藏匿頂替,0,0,0
109,研究所,違反槍砲彈藥刀械管制條例,0,0,0
109,研究所,違反就業服務法,0,0,0
109,研究所,其他,0,0,0
109,其他(含不詳),總計,1792,1455,337
109,其他(含不詳),竊盜總計,140,111,29
109,其他(含不詳),重大竊盜,0,0,0
109,其他(含不詳),普通竊盜,124,96,28
109,其他(含不詳),汽車竊盜,3,3,0
109,其他(含不詳),機車竊盜,13,12,1
109,其他(含不詳),贓物,0,0,0
109,其他(含不詳),賭博,69,57,12
109,其他(含不詳),傷害總計,133,104,29
109,其他(含不詳),重傷害,0,0,0
109,其他(含不詳),一般傷害,133,104,29
109,其他(含不詳),詐欺背信總計,160,105,55
109,其他(含不詳),詐欺,142,92,50
109,其他(含不詳),背信,18,13,5
109,其他(含不詳),妨害自由,125,101,24
109,其他(含不詳),殺人總計,3,3,0
109,其他(含不詳),故意殺人,3,3,0
109,其他(含不詳),過失致死,0,0,0
109,其他(含不詳),駕駛過失,47,34,13
109,其他(含不詳),妨害婚姻及家庭,8,5,3
109,其他(含不詳),妨害風化,11,7,4
109,其他(含不詳),妨害性自主罪總計,21,21,0
109,其他(含不詳),強制性交,0,0,0
109,其他(含不詳),共同強制性交,0,0,0
109,其他(含不詳),對幼性交,1,1,0
109,其他(含不詳),性交猥褻,20,20,0
109,其他(含不詳),內亂,0,0,0
109,其他(含不詳),恐嚇取財總計,3,3,0
109,其他(含不詳),重大恐嚇取財,0,0,0
109,其他(含不詳),一般恐嚇取財,3,3,0
109,其他(含不詳),擄人勒贖,0,0,0
109,其他(含不詳),侵占,46,31,15
109,其他(含不詳),偽造文書印文,11,8,3
109,其他(含不詳),違反毒品危害防制條例總計,580,487,93
109,其他(含不詳),第一級毒品,102,86,16
109,其他(含不詳),第二級毒品,450,378,72
109,其他(含不詳),第三級毒品,28,23,5
109,其他(含不詳),第四級毒品,0,0,0
109,其他(含不詳),其他,0,0,0
109,其他(含不詳),毀棄損壞,40,33,7
109,其他(含不詳),妨害公務,18,15,3
109,其他(含不詳),違反著作權法,3,3,0
109,其他(含不詳),違反商標法,0,0,0
109,其他(含不詳),妨害電腦使用,0,0,0
109,其他(含不詳),強盜搶奪總計,0,0,0
109,其他(含不詳),強盜,0,0,0
109,其他(含不詳),搶奪,0,0,0
109,其他(含不詳),竊佔,6,5,1
109,其他(含不詳),偽造有價證券,0,0,0
109,其他(含不詳),妨害秩序,98,94,4
109,其他(含不詳),違反藥事法,3,2,1
109,其他(含不詳),違反國家總動員法,0,0,0
109,其他(含不詳),違反森林法,0,0,0
109,其他(含不詳),公共危險,164,150,14
109,其他(含不詳),侵害墳墓屍體,0,0,0
109,其他(含不詳),重利,2,1,1
109,其他(含不詳),妨害名譽,41,26,15
109,其他(含不詳),違反選罷法,4,4,0
109,其他(含不詳),妨害祕密,10,9,1
109,其他(含不詳),遺棄,0,0,0
109,其他(含不詳),違反貪污治罪條例,0,0,0
109,其他(含不詳),懲治走私條例,0,0,0
109,其他(含不詳),妨害兵役,0,0,0
109,其他(含不詳),偽造貨幣,1,1,0
109,其他(含不詳),偽造度量衡,0,0,0
109,其他(含不詳),偽證,0,0,0
109,其他(含不詳),誣告,6,3,3
109,其他(含不詳),湮滅證據,1,1,0
109,其他(含不詳),瀆職,0,0,0
109,其他(含不詳),脫逃,0,0,0
109,其他(含不詳),藏匿頂替,0,0,0
109,其他(含不詳),違反槍砲彈藥刀械管制條例,5,5,0
109,其他(含不詳),違反就業服務法,0,0,0
109,其他(含不詳),其他,33,26,7
110,總計,總計,1695,16521,3873
110,總計,竊盜總計,579,1305,390
110,總計,重大竊盜,1535,1,0
110,總計,普通竊盜,27,1156,379
110,總計,汽車竊盜,124,26,1
110,總計,機車竊盜,9,117,7
110,總計,贓物,419,6,3
110,總計,賭博,1295,334,85
110,總計,傷害總計,11,1066,229
110,總計,重傷害,1284,9,2
110,總計,一般傷害,1236,1057,227
110,總計,詐欺背信總計,2126,1032,204
110,總計,詐欺,89,1644,792
110,總計,背信,1147,76,13
110,總計,妨害自由,979,956,191
110,總計,殺人總計,999,763,216
110,總計,故意殺人,9,15,1
110,總計,過失致死,970,5,4
110,總計,駕駛過失,29,758,212
110,總計,妨害婚姻及家庭,63,21,8
110,總計,妨害風化,309,45,18
110,總計,妨害性自主罪總計,332,300,9
110,總計,強制性交,2,8,0
110,總計,共同強制性交,2,2,0
110,總計,對幼性交,305,2,0
110,總計,性交猥褻,0,296,9
110,總計,內亂,25,0,0
110,總計,恐嚇取財總計,0,20,5
110,總計,重大恐嚇取財,25,0,0
110,總計,一般恐嚇取財,1,20,5
110,總計,擄人勒贖,529,1,0
110,總計,侵占,202,376,153
110,總計,偽造文書印文,5945,139,63
110,總計,違反毒品危害防制條例總計,834,5101,844
110,總計,第一級毒品,4507,723,111
110,總計,第二級毒品,597,3845,662
110,總計,第三級毒品,3,527,70
110,總計,第四級毒品,0,3,0
110,總計,其他,0,0,0
110,總計,毀棄損壞,200,365,67
110,總計,妨害公務,55,176,24
110,總計,違反著作權法,7,37,18
110,總計,違反商標法,101,4,3
110,總計,妨害電腦使用,59,74,27
110,總計,強盜搶奪總計,44,53,6
110,總計,強盜,16,28,1
110,總計,搶奪,43,16,0
110,總計,竊佔,1,37,6
110,總計,偽造有價證券,415,1,0
110,總計,妨害秩序,17,391,24
110,總計,違反藥事法,0,14,3
110,總計,違反國家總動員法,0,0,0
110,總計,違反森林法,1929,0,0
110,總計,公共危險,1,1725,204
110,總計,侵害墳墓屍體,21,1,0
110,總計,重利,747,20,1
110,總計,妨害名譽,1,490,257
110,總計,違反選罷法,74,0,1
110,總計,妨害祕密,13,64,10
110,總計,遺棄,1,8,5
110,總計,違反貪污治罪條例,2,1,0
110,總計,懲治走私條例,0,0,2
110,總計,妨害兵役,5,0,0
110,總計,偽造貨幣,0,4,1
110,總計,偽造度量衡,1,0,0
110,總計,偽證,49,1,0
110,總計,誣告,1,27,22
110,總計,湮滅證據,1,1,0
110,總計,瀆職,0,1,0
110,總計,脫逃,2,0,0
