year,education,item,total,men person,female person
106,其他(含不詳),藏匿頂替,2,2,0
106,其他(含不詳),違反槍砲彈藥刀械管制條例,30,27,3
106,其他(含不詳),違反就業服務法,0,0,0
106,其他(含不詳),其他,227,107,120
107,總計,總計,4165,30142,6577
107,總計,竊盜總計,1370,3168,997
107,總計,重大竊盜,3671,2,1
107,總計,普通竊盜,138,2703,968
107,總計,汽車竊盜,335,132,6
107,總計,機車竊盜,21,314,21
107,總計,贓物,876,19,2
107,總計,賭博,2174,713,163
107,總計,傷害總計,6,1799,375
107,總計,重傷害,2168,4,2
107,總計,一般傷害,1539,1795,373
107,總計,詐欺背信總計,3097,1241,298
107,總計,詐欺,170,2260,899
107,總計,背信,1369,108,62
107,總計,妨害自由,1728,1133,236
107,總計,殺人總計,1831,1371,357
107,總計,故意殺人,9,55,2
107,總計,過失致死,1719,5,4
107,總計,駕駛過失,112,1366,353
107,總計,妨害婚姻及家庭,225,60,52
107,總計,妨害風化,465,169,56
107,總計,妨害性自主罪總計,580,463,2
107,總計,強制性交,3,30,1
107,總計,共同強制性交,4,3,0
107,總計,對幼性交,458,4,0
107,總計,性交猥褻,0,456,2
107,總計,內亂,118,0,0
107,總計,恐嚇取財總計,0,106,12
107,總計,重大恐嚇取財,118,0,0
107,總計,一般恐嚇取財,0,106,12
107,總計,擄人勒贖,719,0,0
107,總計,侵占,314,511,208
107,總計,偽造文書印文,11132,199,115
107,總計,違反毒品危害防制條例總計,2123,9554,1578
107,總計,第一級毒品,8506,1813,310
107,總計,第二級毒品,497,7307,1199
107,總計,第三級毒品,6,428,69
107,總計,第四級毒品,0,6,0
107,總計,其他,0,0,0
107,總計,毀棄損壞,351,442,85
107,總計,妨害公務,152,315,36
107,總計,違反著作權法,31,113,39
107,總計,違反商標法,88,17,14
107,總計,妨害電腦使用,113,66,22
107,總計,強盜搶奪總計,83,87,26
107,總計,強盜,38,39,4
107,總計,搶奪,75,37,1
107,總計,竊佔,8,50,25
107,總計,偽造有價證券,608,7,1
107,總計,妨害秩序,17,563,45
107,總計,違反藥事法,0,11,6
107,總計,違反國家總動員法,2,0,0
107,總計,違反森林法,5279,2,0
107,總計,公共危險,0,4796,483
107,總計,侵害墳墓屍體,62,0,0
107,總計,重利,1140,54,8
107,總計,妨害名譽,152,780,360
107,總計,違反選罷法,67,99,53
107,總計,妨害祕密,24,51,16
107,總計,遺棄,0,11,13
107,總計,違反貪污治罪條例,0,0,0
107,總計,懲治走私條例,0,0,0
107,總計,妨害兵役,7,0,0
107,總計,偽造貨幣,0,4,3
107,總計,偽造度量衡,4,0,0
107,總計,偽證,59,3,1
107,總計,誣告,3,35,24
107,總計,湮滅證據,2,3,0
107,總計,瀆職,0,2,0
107,總計,脫逃,4,0,0
107,總計,藏匿頂替,180,2,2
107,總計,違反槍砲彈藥刀械管制條例,0,166,14
107,總計,違反就業服務法,0,0,0
107,總計,其他,0,0,0
107,不識字,總計,12,12,17
107,不識字,竊盜總計,6,3,9
107,不識字,重大竊盜,12,0,0
107,不識字,普通竊盜,0,3,9
107,不識字,汽車竊盜,0,0,0
107,不識字,機車竊盜,0,0,0
107,不識字,贓物,6,0,0
107,不識字,賭博,4,4,2
107,不識字,傷害總計,0,2,2
107,不識字,重傷害,4,0,0
107,不識字,一般傷害,0,2,2
107,不識字,詐欺背信總計,1,0,0
107,不識字,詐欺,0,0,0
107,不識字,背信,0,0,0
107,不識字,妨害自由,1,0,0
107,不識字,殺人總計,1,0,1
107,不識字,故意殺人,0,0,0
107,不識字,過失致死,1,0,0
107,不識字,駕駛過失,0,0,1
107,不識字,妨害婚姻及家庭,0,0,0
107,不識字,妨害風化,0,0,0
107,不識字,妨害性自主罪總計,0,0,0
107,不識字,強制性交,0,0,0
107,不識字,共同強制性交,0,0,0
107,不識字,對幼性交,0,0,0
107,不識字,性交猥褻,0,0,0
107,不識字,內亂,0,0,0
107,不識字,恐嚇取財總計,0,0,0
107,不識字,重大恐嚇取財,0,0,0
107,不識字,一般恐嚇取財,0,0,0
107,不識字,擄人勒贖,0,0,0
107,不識字,侵占,0,0,0
107,不識字,偽造文書印文,3,0,0
107,不識字,違反毒品危害防制條例總計,1,2,1
107,不識字,第一級毒品,2,0,1
107,不識字,第二級毒品,0,2,0
107,不識字,第三級毒品,0,0,0
107,不識字,第四級毒品,0,0,0
107,不識字,其他,0,0,0
107,不識字,毀棄損壞,0,0,0
107,不識字,妨害公務,0,0,0
107,不識字,違反著作權法,0,0,0
107,不識字,違反商標法,0,0,0
107,不識字,妨害電腦使用,0,0,0
107,不識字,強盜搶奪總計,0,0,0
107,不識字,強盜,0,0,0
107,不識字,搶奪,0,0,0
107,不識字,竊佔,0,0,0
107,不識字,偽造有價證券,0,0,0
107,不識字,妨害秩序,0,0,0
107,不識字,違反藥事法,0,0,0
107,不識字,違反國家總動員法,0,0,0
107,不識字,違反森林法,3,0,0
107,不識字,公共危險,0,1,2
107,不識字,侵害墳墓屍體,0,0,0
107,不識字,重利,0,0,0
107,不識字,妨害名譽,0,0,0
107,不識字,違反選罷法,0,0,0
107,不識字,妨害祕密,0,0,0
107,不識字,遺棄,0,0,0
107,不識字,違反貪污治罪條例,0,0,0
107,不識字,懲治走私條例,0,0,0
107,不識字,妨害兵役,0,0,0
107,不識字,偽造貨幣,0,0,0
107,不識字,偽造度量衡,0,0,0
107,不識字,偽證,0,0,0
107,不識字,誣告,0,0,0
107,不識字,湮滅證據,0,0,0
107,不識字,瀆職,0,0,0
107,不識字,脫逃,0,0,0
107,不識字,藏匿頂替,0,0,0
107,不識字,違反槍砲彈藥刀械管制條例,0,0,0
107,不識字,違反就業服務法,0,0,0
107,不識字,其他,0,0,0
107,自修,總計,0,1,1
107,自修,竊盜總計,0,0,0
107,自修,重大竊盜,0,0,0
107,自修,普通竊盜,0,0,0
107,自修,汽車竊盜,0,0,0
107,自修,機車竊盜,0,0,0
107,自修,贓物,0,0,0
107,自修,賭博,0,0,0
107,自修,傷害總計,0,0,0
107,自修,重傷害,0,0,0
107,自修,一般傷害,0,0,0
107,自修,詐欺背信總計,1,0,0
107,自修,詐欺,0,0,0
107,自修,背信,0,0,0
107,自修,妨害自由,1,0,0
107,自修,殺人總計,1,0,1
107,自修,故意殺人,0,0,0
107,自修,過失致死,1,0,0
107,自修,駕駛過失,0,0,1
107,自修,妨害婚姻及家庭,0,0,0
107,自修,妨害風化,0,0,0
107,自修,妨害性自主罪總計,0,0,0
107,自修,強制性交,0,0,0
107,自修,共同強制性交,0,0,0
107,自修,對幼性交,0,0,0
107,自修,性交猥褻,0,0,0
107,自修,內亂,0,0,0
107,自修,恐嚇取財總計,0,0,0
107,自修,重大恐嚇取財,0,0,0
107,自修,一般恐嚇取財,0,0,0
107,自修,擄人勒贖,0,0,0
107,自修,侵占,0,0,0
107,自修,偽造文書印文,0,0,0
107,自修,違反毒品危害防制條例總計,0,0,0
107,自修,第一級毒品,0,0,0
107,自修,第二級毒品,0,0,0
107,自修,第三級毒品,0,0,0
107,自修,第四級毒品,0,0,0
107,自修,其他,0,0,0
107,自修,毀棄損壞,0,0,0
107,自修,妨害公務,0,0,0
107,自修,違反著作權法,0,0,0
107,自修,違反商標法,0,0,0
107,自修,妨害電腦使用,0,0,0
107,自修,強盜搶奪總計,0,0,0
107,自修,強盜,0,0,0
107,自修,搶奪,0,0,0
107,自修,竊佔,0,0,0
107,自修,偽造有價證券,0,0,0
107,自修,妨害秩序,0,0,0
107,自修,違反藥事法,0,0,0
107,自修,違反國家總動員法,0,0,0
107,自修,違反森林法,0,0,0
107,自修,公共危險,0,0,0
107,自修,侵害墳墓屍體,0,0,0
107,自修,重利,0,0,0
107,自修,妨害名譽,0,0,0
107,自修,違反選罷法,0,0,0
107,自修,妨害祕密,0,0,0
107,自修,遺棄,0,0,0
107,自修,違反貪污治罪條例,0,0,0
107,自修,懲治走私條例,0,0,0
107,自修,妨害兵役,0,0,0
107,自修,偽造貨幣,0,0,0
107,自修,偽造度量衡,0,0,0
107,自修,偽證,0,0,0
107,自修,誣告,0,0,0
107,自修,湮滅證據,0,0,0
107,自修,瀆職,0,0,0
107,自修,脫逃,0,0,0
107,自修,藏匿頂替,0,0,0
107,自修,違反槍砲彈藥刀械管制條例,0,0,0
107,自修,違反就業服務法,0,0,0
107,自修,其他,0,0,0
107,國小,總計,135,459,150
107,國小,竊盜總計,108,87,48
107,國小,重大竊盜,123,0,0
107,國小,普通竊盜,2,77,46
107,國小,汽車竊盜,9,2,0
107,國小,機車竊盜,1,8,1
107,國小,贓物,96,0,1
107,國小,賭博,38,75,21
107,國小,傷害總計,0,28,10
107,國小,重傷害,38,0,0
107,國小,一般傷害,21,28,10
107,國小,詐欺背信總計,47,14,7
107,國小,詐欺,1,9,10
107,國小,背信,20,1,0
107,國小,妨害自由,27,13,7
107,國小,殺人總計,28,18,9
107,國小,故意殺人,0,1,0
107,國小,過失致死,27,0,0
107,國小,駕駛過失,1,18,9
107,國小,妨害婚姻及家庭,2,0,1
107,國小,妨害風化,17,1,1
107,國小,妨害性自主罪總計,18,17,0
107,國小,強制性交,0,0,0
107,國小,共同強制性交,0,0,0
107,國小,對幼性交,17,0,0
107,國小,性交猥褻,0,17,0
107,國小,內亂,1,0,0
107,國小,恐嚇取財總計,0,1,0
107,國小,重大恐嚇取財,1,0,0
107,國小,一般恐嚇取財,0,1,0
107,國小,擄人勒贖,9,0,0
107,國小,侵占,1,7,2
107,國小,偽造文書印文,65,0,1
107,國小,違反毒品危害防制條例總計,18,56,9
107,國小,第一級毒品,45,17,1
107,國小,第二級毒品,2,37,8
107,國小,第三級毒品,0,2,0
107,國小,第四級毒品,0,0,0
107,國小,其他,0,0,0
107,國小,毀棄損壞,4,9,1
107,國小,妨害公務,1,3,1
107,國小,違反著作權法,1,1,0
107,國小,違反商標法,0,0,1
107,國小,妨害電腦使用,3,0,0
107,國小,強盜搶奪總計,2,1,2
107,國小,強盜,1,2,0
107,國小,搶奪,2,1,0
107,國小,竊佔,0,0,2
107,國小,偽造有價證券,1,0,0
107,國小,妨害秩序,0,1,0
107,國小,違反藥事法,0,0,0
107,國小,違反國家總動員法,0,0,0
107,國小,違反森林法,109,0,0
107,國小,公共危險,0,98,11
107,國小,侵害墳墓屍體,1,0,0
107,國小,重利,13,1,0
107,國小,妨害名譽,10,9,4
107,國小,違反選罷法,0,2,8
107,國小,妨害祕密,0,0,0
107,國小,遺棄,0,0,0
107,國小,違反貪污治罪條例,0,0,0
107,國小,懲治走私條例,0,0,0
107,國小,妨害兵役,0,0,0
107,國小,偽造貨幣,0,0,0
107,國小,偽造度量衡,0,0,0
107,國小,偽證,0,0,0
107,國小,誣告,0,0,0
107,國小,湮滅證據,0,0,0
107,國小,瀆職,0,0,0
107,國小,脫逃,0,0,0
107,國小,藏匿頂替,2,0,0
107,國小,違反槍砲彈藥刀械管制條例,0,2,0
107,國小,違反就業服務法,0,0,0
107,國小,其他,0,0,0
107,國中,總計,1008,5609,914
107,國中,竊盜總計,337,791,217
107,國中,重大竊盜,828,0,0
107,國中,普通竊盜,53,616,212
107,國中,汽車竊盜,125,50,3
107,國中,機車竊盜,2,123,2
107,國中,贓物,157,2,0
107,國中,賭博,299,130,27
107,國中,傷害總計,1,257,42
107,國中,重傷害,298,1,0
107,國中,一般傷害,185,256,42
107,國中,詐欺背信總計,318,158,27
107,國中,詐欺,16,219,62
107,國中,背信,169,10,6
107,國中,妨害自由,149,148,21
107,國中,殺人總計,151,120,29
107,國中,故意殺人,0,10,0
107,國中,過失致死,149,0,0
107,國中,駕駛過失,2,120,29
107,國中,妨害婚姻及家庭,42,1,1
107,國中,妨害風化,89,33,9
107,國中,妨害性自主罪總計,108,89,0
107,國中,強制性交,1,11,0
107,國中,共同強制性交,2,1,0
107,國中,對幼性交,86,2,0
107,國中,性交猥褻,0,86,0
107,國中,內亂,20,0,0
107,國中,恐嚇取財總計,0,19,1
107,國中,重大恐嚇取財,20,0,0
107,國中,一般恐嚇取財,0,19,1
107,國中,擄人勒贖,68,0,0
107,國中,侵占,29,57,11
107,國中,偽造文書印文,2654,18,11
107,國中,違反毒品危害防制條例總計,532,2355,299
107,國中,第一級毒品,2006,476,56
107,國中,第二級毒品,112,1772,234
107,國中,第三級毒品,4,103,9
107,國中,第四級毒品,0,4,0
107,國中,其他,0,0,0
107,國中,毀棄損壞,57,58,6
107,國中,妨害公務,7,54,3
107,國中,違反著作權法,6,4,3
107,國中,違反商標法,9,4,2
107,國中,妨害電腦使用,20,8,1
107,國中,強盜搶奪總計,7,15,5
107,國中,強盜,13,8,0
107,國中,搶奪,7,12,1
107,國中,竊佔,0,3,4
107,國中,偽造有價證券,88,0,0
107,國中,妨害秩序,1,81,7
107,國中,違反藥事法,0,1,0
107,國中,違反國家總動員法,1,0,0
107,國中,違反森林法,941,1,0
107,國中,公共危險,0,870,71
107,國中,侵害墳墓屍體,3,0,0
107,國中,重利,94,2,1
107,國中,妨害名譽,23,59,35
107,國中,違反選罷法,4,15,8
107,國中,妨害祕密,1,3,1
107,國中,遺棄,0,0,1
107,國中,違反貪污治罪條例,0,0,0
107,國中,懲治走私條例,0,0,0
107,國中,妨害兵役,2,0,0
107,國中,偽造貨幣,0,1,1
107,國中,偽造度量衡,0,0,0
107,國中,偽證,2,0,0
107,國中,誣告,0,1,1
107,國中,湮滅證據,0,0,0
107,國中,瀆職,0,0,0
107,國中,脫逃,1,0,0
107,國中,藏匿頂替,36,0,1
107,國中,違反槍砲彈藥刀械管制條例,0,32,4
107,國中,違反就業服務法,0,0,0
107,國中,其他,0,0,0
107,高中(職),總計,2241,18155,4097
107,高中(職),竊盜總計,643,1703,538
107,高中(職),重大竊盜,2011,2,1
107,高中(職),普通竊盜,65,1490,521
107,高中(職),汽車竊盜,153,62,3
107,高中(職),機車竊盜,12,140,13
107,高中(職),贓物,413,11,1
107,高中(職),賭博,1363,337,76
107,高中(職),傷害總計,4,1134,229
107,高中(職),重傷害,1359,3,1
107,高中(職),一般傷害,980,1131,228
107,高中(職),詐欺背信總計,1917,778,202
107,高中(職),詐欺,130,1648,658
107,高中(職),背信,850,81,49
107,高中(職),妨害自由,1067,697,153
107,高中(職),殺人總計,1143,848,219
107,高中(職),故意殺人,5,40,2
107,高中(職),過失致死,1062,2,3
107,高中(職),駕駛過失,81,846,216
107,高中(職),妨害婚姻及家庭,138,43,38
107,高中(職),妨害風化,248,101,37
107,高中(職),妨害性自主罪總計,329,246,2
107,高中(職),強制性交,2,15,1
107,高中(職),共同強制性交,2,2,0
107,高中(職),對幼性交,244,2,0
107,高中(職),性交猥褻,0,242,2
107,高中(職),內亂,83,0,0
107,高中(職),恐嚇取財總計,0,76,7
107,高中(職),重大恐嚇取財,83,0,0
107,高中(職),一般恐嚇取財,0,76,7
107,高中(職),擄人勒贖,489,0,0
107,高中(職),侵占,231,339,150
107,高中(職),偽造文書印文,6616,145,86
107,高中(職),違反毒品危害防制條例總計,1189,5667,949
107,高中(職),第一級毒品,5084,997,192
107,高中(職),第二級毒品,341,4379,705
107,高中(職),第三級毒品,2,289,52
107,高中(職),第四級毒品,0,2,0
107,高中(職),其他,0,0,0
107,高中(職),毀棄損壞,189,268,57
107,高中(職),妨害公務,112,169,20
107,高中(職),違反著作權法,21,80,32
107,高中(職),違反商標法,60,12,9
107,高中(職),妨害電腦使用,67,44,16
107,高中(職),強盜搶奪總計,53,55,12
107,高中(職),強盜,21,25,3
107,高中(職),搶奪,46,21,0
107,高中(職),竊佔,7,34,12
107,高中(職),偽造有價證券,355,6,1
107,高中(職),妨害秩序,13,330,25
107,高中(職),違反藥事法,0,8,5
107,高中(職),違反國家總動員法,1,0,0
107,高中(職),違反森林法,2967,1,0
107,高中(職),公共危險,0,2695,272
107,高中(職),侵害墳墓屍體,54,0,0
107,高中(職),重利,755,48,6
107,高中(職),妨害名譽,78,528,227
107,高中(職),違反選罷法,41,55,23
107,高中(職),妨害祕密,17,29,12
107,高中(職),遺棄,0,9,8
107,高中(職),違反貪污治罪條例,0,0,0
107,高中(職),懲治走私條例,0,0,0
107,高中(職),妨害兵役,2,0,0
107,高中(職),偽造貨幣,0,1,1
107,高中(職),偽造度量衡,4,0,0
107,高中(職),偽證,42,3,1
107,高中(職),誣告,0,25,17
107,高中(職),湮滅證據,1,0,0
107,高中(職),瀆職,0,1,0
107,高中(職),脫逃,1,0,0
107,高中(職),藏匿頂替,120,1,0
107,高中(職),違反槍砲彈藥刀械管制條例,0,111,9
107,高中(職),違反就業服務法,0,0,0
107,高中(職),其他,0,0,0
107,大專,總計,218,1628,418
107,大專,竊盜總計,40,169,49
107,大專,重大竊盜,205,0,0
107,大專,普通竊盜,2,157,48
107,大專,汽車竊盜,11,2,0
107,大專,機車竊盜,0,10,1
107,大專,贓物,27,0,0
107,大專,賭博,121,23,4
107,大專,傷害總計,0,94,27
107,大專,重傷害,121,0,0
107,大專,一般傷害,118,94,27
107,大專,詐欺背信總計,281,104,14
107,大專,詐欺,9,159,75
107,大專,背信,109,7,2
107,大專,妨害自由,172,97,12
107,大專,殺人總計,183,135,37
107,大專,故意殺人,1,0,0
107,大專,過失致死,171,1,0
107,大專,駕駛過失,12,134,37
107,大專,妨害婚姻及家庭,6,8,4
107,大專,妨害風化,68,4,2
107,大專,妨害性自主罪總計,73,68,0
107,大專,強制性交,0,4,0
107,大專,共同強制性交,0,0,0
107,大專,對幼性交,68,0,0
107,大專,性交猥褻,0,68,0
107,大專,內亂,5,0,0
107,大專,恐嚇取財總計,0,3,2
107,大專,重大恐嚇取財,5,0,0
107,大專,一般恐嚇取財,0,3,2
107,大專,擄人勒贖,48,0,0
107,大專,侵占,21,30,18
107,大專,偽造文書印文,327,14,7
107,大專,違反毒品危害防制條例總計,39,283,44
107,大專,第一級毒品,270,35,4
107,大專,第二級毒品,18,232,38
107,大專,第三級毒品,0,16,2
107,大專,第四級毒品,0,0,0
107,大專,其他,0,0,0
107,大專,毀棄損壞,22,26,6
107,大專,妨害公務,15,17,5
107,大專,違反著作權法,1,13,2
107,大專,違反商標法,13,0,1
107,大專,妨害電腦使用,13,8,5
107,大專,強盜搶奪總計,13,8,5
107,大專,強盜,1,3,1
107,大專,搶奪,12,1,0
107,大專,竊佔,1,7,5
107,大專,偽造有價證券,16,1,0
107,大專,妨害秩序,0,12,4
107,大專,違反藥事法,0,0,0
107,大專,違反國家總動員法,0,0,0
107,大專,違反森林法,273,0,0
107,大專,公共危險,0,238,35
107,大專,侵害墳墓屍體,2,0,0
107,大專,重利,167,2,0
107,大專,妨害名譽,17,116,51
107,大專,違反選罷法,10,15,2
107,大專,妨害祕密,2,9,1
107,大專,遺棄,0,1,1
107,大專,違反貪污治罪條例,0,0,0
107,大專,懲治走私條例,0,0,0
107,大專,妨害兵役,1,0,0
107,大專,偽造貨幣,0,0,1
107,大專,偽造度量衡,0,0,0
107,大專,偽證,6,0,0
107,大專,誣告,1,5,1
107,大專,湮滅證據,1,1,0
107,大專,瀆職,0,1,0
107,大專,脫逃,0,0,0
107,大專,藏匿頂替,4,0,0
107,大專,違反槍砲彈藥刀械管制條例,0,4,0
107,大專,違反就業服務法,0,0,0
107,大專,其他,0,0,0
107,研究所,總計,6,46,13
107,研究所,竊盜總計,0,3,3
107,研究所,重大竊盜,6,0,0
107,研究所,普通竊盜,0,3,3
107,研究所,汽車竊盜,0,0,0
107,研究所,機車竊盜,0,0,0
107,研究所,贓物,0,0,0
107,研究所,賭博,6,0,0
107,研究所,傷害總計,0,6,0
107,研究所,重傷害,6,0,0
107,研究所,一般傷害,6,6,0
107,研究所,詐欺背信總計,14,1,5
107,研究所,詐欺,0,3,0
107,研究所,背信,6,0,0
107,研究所,妨害自由,8,1,5
107,研究所,殺人總計,8,8,0
107,研究所,故意殺人,0,0,0
107,研究所,過失致死,8,0,0
107,研究所,駕駛過失,0,8,0
107,研究所,妨害婚姻及家庭,0,0,0
107,研究所,妨害風化,4,0,0
107,研究所,妨害性自主罪總計,4,4,0
107,研究所,強制性交,0,0,0
107,研究所,共同強制性交,0,0,0
107,研究所,對幼性交,4,0,0
107,研究所,性交猥褻,0,4,0
107,研究所,內亂,0,0,0
107,研究所,恐嚇取財總計,0,0,0
107,研究所,重大恐嚇取財,0,0,0
107,研究所,一般恐嚇取財,0,0,0
107,研究所,擄人勒贖,2,0,0
107,研究所,侵占,0,2,0
107,研究所,偽造文書印文,8,0,0
107,研究所,違反毒品危害防制條例總計,0,8,0
107,研究所,第一級毒品,8,0,0
107,研究所,第二級毒品,0,8,0
107,研究所,第三級毒品,0,0,0
107,研究所,第四級毒品,0,0,0
107,研究所,其他,0,0,0
107,研究所,毀棄損壞,0,1,0
107,研究所,妨害公務,0,0,0
107,研究所,違反著作權法,0,0,0
107,研究所,違反商標法,0,0,0
107,研究所,妨害電腦使用,0,0,0
107,研究所,強盜搶奪總計,0,0,0
107,研究所,強盜,0,0,0
107,研究所,搶奪,0,0,0
107,研究所,竊佔,0,0,0
107,研究所,偽造有價證券,0,0,0
107,研究所,妨害秩序,0,0,0
107,研究所,違反藥事法,0,0,0
107,研究所,違反國家總動員法,0,0,0
107,研究所,違反森林法,3,0,0
107,研究所,公共危險,0,2,1
107,研究所,侵害墳墓屍體,0,0,0
107,研究所,重利,9,0,0
107,研究所,妨害名譽,0,6,3
107,研究所,違反選罷法,1,0,0
107,研究所,妨害祕密,0,1,0
107,研究所,遺棄,0,0,0
107,研究所,違反貪污治罪條例,0,0,0
107,研究所,懲治走私條例,0,0,0
107,研究所,妨害兵役,0,0,0
107,研究所,偽造貨幣,0,0,0
107,研究所,偽造度量衡,0,0,0
107,研究所,偽證,0,0,0
107,研究所,誣告,0,0,0
107,研究所,湮滅證據,0,0,0
107,研究所,瀆職,0,0,0
107,研究所,脫逃,0,0,0
107,研究所,藏匿頂替,0,0,0
107,研究所,違反槍砲彈藥刀械管制條例,0,0,0
107,研究所,違反就業服務法,0,0,0
107,研究所,其他,0,0,0
107,其他(含不詳),總計,5199,4232,967
107,其他(含不詳),竊盜總計,539,406,133
107,其他(含不詳),重大竊盜,0,0,0
107,其他(含不詳),普通竊盜,486,357,129
107,其他(含不詳),汽車竊盜,16,16,0
107,其他(含不詳),機車竊盜,37,33,4
107,其他(含不詳),贓物,6,6,0
107,其他(含不詳),賭博,177,144,33
107,其他(含不詳),傷害總計,343,278,65
107,其他(含不詳),重傷害,1,0,1
107,其他(含不詳),一般傷害,342,278,64
107,其他(含不詳),詐欺背信總計,330,231,99
107,其他(含不詳),詐欺,316,222,94
107,其他(含不詳),背信,14,9,5
107,其他(含不詳),妨害自由,215,177,38
107,其他(含不詳),殺人總計,7,6,1
107,其他(含不詳),故意殺人,4,4,0
107,其他(含不詳),過失致死,3,2,1
107,其他(含不詳),駕駛過失,300,240,60
107,其他(含不詳),妨害婚姻及家庭,16,8,8
107,其他(含不詳),妨害風化,37,30,7
107,其他(含不詳),妨害性自主罪總計,39,39,0
107,其他(含不詳),強制性交,0,0,0
107,其他(含不詳),共同強制性交,0,0,0
107,其他(含不詳),對幼性交,0,0,0
107,其他(含不詳),性交猥褻,39,39,0
107,其他(含不詳),內亂,0,0,0
107,其他(含不詳),恐嚇取財總計,9,7,2
107,其他(含不詳),重大恐嚇取財,0,0,0
107,其他(含不詳),一般恐嚇取財,9,7,2
107,其他(含不詳),擄人勒贖,0,0,0
107,其他(含不詳),侵占,103,76,27
107,其他(含不詳),偽造文書印文,32,22,10
107,其他(含不詳),違反毒品危害防制條例總計,1459,1183,276
107,其他(含不詳),第一級毒品,344,288,56
107,其他(含不詳),第二級毒品,1091,877,214
107,其他(含不詳),第三級毒品,24,18,6
107,其他(含不詳),第四級毒品,0,0,0
107,其他(含不詳),其他,0,0,0
107,其他(含不詳),毀棄損壞,95,80,15
107,其他(含不詳),妨害公務,79,72,7
107,其他(含不詳),違反著作權法,17,15,2
107,其他(含不詳),違反商標法,2,1,1
107,其他(含不詳),妨害電腦使用,6,6,0
107,其他(含不詳),強盜搶奪總計,3,3,0
107,其他(含不詳),強盜,1,1,0
107,其他(含不詳),搶奪,2,2,0
107,其他(含不詳),竊佔,8,6,2
107,其他(含不詳),偽造有價證券,0,0,0
107,其他(含不詳),妨害秩序,148,139,9
107,其他(含不詳),違反藥事法,3,2,1
107,其他(含不詳),違反國家總動員法,0,0,0
107,其他(含不詳),違反森林法,0,0,0
107,其他(含不詳),公共危險,983,892,91
107,其他(含不詳),侵害墳墓屍體,0,0,0
107,其他(含不詳),重利,2,1,1
107,其他(含不詳),妨害名譽,102,62,40
107,其他(含不詳),違反選罷法,24,12,12
107,其他(含不詳),妨害祕密,11,9,2
107,其他(含不詳),遺棄,4,1,3
107,其他(含不詳),違反貪污治罪條例,0,0,0
107,其他(含不詳),懲治走私條例,0,0,0
107,其他(含不詳),妨害兵役,0,0,0
107,其他(含不詳),偽造貨幣,2,2,0
107,其他(含不詳),偽造度量衡,0,0,0
107,其他(含不詳),偽證,0,0,0
107,其他(含不詳),誣告,9,4,5
107,其他(含不詳),湮滅證據,2,2,0
107,其他(含不詳),瀆職,0,0,0
107,其他(含不詳),脫逃,0,0,0
107,其他(含不詳),藏匿頂替,2,1,1
107,其他(含不詳),違反槍砲彈藥刀械管制條例,18,17,1
107,其他(含不詳),違反就業服務法,0,0,0
107,其他(含不詳),其他,67,52,15
108,總計,總計,3303,26053,5901
108,總計,竊盜總計,1521,2593,710
108,總計,重大竊盜,2942,2,0
108,總計,普通竊盜,70,2253,689
108,總計,汽車竊盜,274,67,3
108,總計,機車竊盜,17,256,18
108,總計,贓物,1160,17,0
108,總計,賭博,2244,947,213
108,總計,傷害總計,4,1875,369
108,總計,重傷害,2240,4,0
108,總計,一般傷害,1589,1871,369
108,總計,詐欺背信總計,3263,1327,262
108,總計,詐欺,106,2584,1021
108,總計,背信,1483,80,26
108,總計,妨害自由,1780,1247,236
108,總計,殺人總計,1893,1427,353
108,總計,故意殺人,7,24,1
108,總計,過失致死,1773,7,0
108,總計,駕駛過失,120,1420,353
108,總計,妨害婚姻及家庭,171,72,48
108,總計,妨害風化,417,110,61
108,總計,妨害性自主罪總計,510,409,8
108,總計,強制性交,2,13,0
108,總計,共同強制性交,2,2,0
108,總計,對幼性交,413,2,0
108,總計,性交猥褻,0,405,8
108,總計,內亂,95,0,0
108,總計,恐嚇取財總計,0,82,13
108,總計,重大恐嚇取財,95,0,0
108,總計,一般恐嚇取財,4,82,13
108,總計,擄人勒贖,762,4,0
108,總計,侵占,257,521,241
108,總計,偽造文書印文,7906,167,90
108,總計,違反毒品危害防制條例總計,1681,6697,1209
108,總計,第一級毒品,5701,1422,259
108,總計,第二級毒品,508,4802,899
108,總計,第三級毒品,13,459,49
108,總計,第四級毒品,0,12,1
108,總計,其他,0,0,0
108,總計,毀棄損壞,270,464,89
108,總計,妨害公務,79,241,29
108,總計,違反著作權法,10,55,24
108,總計,違反商標法,107,6,4
108,總計,妨害電腦使用,85,80,27
108,總計,強盜搶奪總計,63,68,17
108,總計,強盜,27,45,3
108,總計,搶奪,58,27,0
108,總計,竊佔,5,41,17
108,總計,偽造有價證券,425,2,3
108,總計,妨害秩序,24,389,36
108,總計,違反藥事法,0,18,6
108,總計,違反國家總動員法,5,0,0
108,總計,違反森林法,4575,5,0
108,總計,公共危險,0,4121,454
108,總計,侵害墳墓屍體,80,0,0
108,總計,重利,982,75,5
108,總計,妨害名譽,82,641,341
108,總計,違反選罷法,89,54,28
108,總計,妨害祕密,9,71,18
108,總計,遺棄,0,1,8
108,總計,違反貪污治罪條例,0,0,0
108,總計,懲治走私條例,0,0,0
108,總計,妨害兵役,7,0,0
108,總計,偽造貨幣,0,6,1
108,總計,偽造度量衡,9,0,0
108,總計,偽證,51,8,1
108,總計,誣告,0,29,22
